customerID;gender;SeniorCitizen;Partner;Dependents;Age;tenure;Busines Loan;MultipleBusinessLoans;CreditLine;Online Banking;Mortgage;Stocks;Forex;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn within a month;Satisfactory onboarding form
1749;Female;0;Yes;No;19;54;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);20.05;1102.4;No;3
1750;Male;1;No;No;93;52;Yes;Yes;A;No;Yes;Yes;Yes;A;Yes;Electronic check;110.75;5832;No;5
1751;Female;0;No;No;21;50;Yes;No;A;No;Yes;No;Yes;C;Yes;Bank transfer (automatic);89.7;4304.5;No;3
1752;Male;0;No;No;52;14;Yes;Yes;A;No;Yes;Yes;No;A;Yes;Electronic check;89.95;1178.4;Yes;1
1753;Male;0;Yes;No;21;27;Yes;No;B;Yes;No;No;No;B;No;Credit card (automatic);48.7;1421.75;No;2
1754;Female;1;Yes;No;72;72;Yes;Yes;A;Yes;Yes;No;No;C;Yes;Bank transfer (automatic);96.6;6827.5;No;5
1755;Male;0;No;No;21;62;Yes;No;B;Yes;No;Yes;Yes;B;Yes;Credit card (automatic);74.3;4698.05;No;5
1756;Female;0;No;No;58;12;Yes;No;B;No;Yes;No;No;A;Yes;Electronic check;54.3;654.5;No;3
1757;Female;1;No;No;99;44;Yes;No;B;No;Yes;Yes;Yes;B;No;Bank transfer (automatic);74.85;3268.05;No;5
1758;Male;0;Yes;Yes;31;54;Yes;No;A;No;Yes;No;No;C;Yes;Bank transfer (automatic);79.95;4362.05;No;4
1759;Female;0;No;No;43;68;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);20.05;1386.9;No;2
1760;Male;0;No;No;44;20;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;19.4;415.4;No;4
1761;Male;0;Yes;Yes;33;50;Yes;Yes;B;No;No;No;No;B;No;Bank transfer (automatic);54.9;2614.1;No;2
1762;Male;0;No;No;18;58;Yes;Yes;No;;No;No online banking;No online banking;C;Yes;Credit card (automatic);24.45;1513.6;No;3
1763;Male;0;Yes;Yes;20;35;Yes;Yes;A;No;No;Yes;No;A;Yes;Bank transfer (automatic);89.65;3161.6;No;5
1764;Female;0;No;No;52;2;Yes;No;B;No;No;No;No;A;Yes;Electronic check;45.4;80.95;No;3
1765;Male;0;Yes;Yes;30;63;Yes;Yes;B;Yes;Yes;No;Yes;C;No;Mailed check;75.7;4676.7;No;5
1766;Female;0;Yes;No;39;58;Yes;Yes;A;Yes;No;Yes;Yes;B;Yes;Credit card (automatic);110.65;6526.65;No;3
1767;Female;0;Yes;Yes;18;27;Yes;No;No;;No;No online banking;No online banking;B;Yes;Mailed check;20.55;583.3;No;5
1768;Female;0;Yes;No;50;71;Yes;Yes;A;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);115.15;8078.1;No;4
1769;Female;0;No;No;19;63;Yes;No;B;No;No;No;Yes;B;No;Credit card (automatic);58.55;3503.5;No;2
1770;Male;0;Yes;No;59;71;Yes;Yes;A;No;No;No;Yes;A;Yes;Bank transfer (automatic);93.25;6669.45;No;5
1771;Female;1;No;No;86;41;Yes;Yes;A;Yes;No;Yes;Yes;A;Yes;Electronic check;113.2;4689.5;Yes;3
1772;Male;1;No;No;94;13;Yes;No;A;No;No;Yes;Yes;A;Yes;Electronic check;90.5;1201.15;Yes;1
1773;Male;0;No;No;48;2;Yes;No;A;No;No;Yes;No;A;No;Electronic check;79;143.65;Yes;3
1774;Female;0;Yes;Yes;36;68;Yes;No;No;;No;No online banking;No online banking;C;Yes;Bank transfer (automatic);19.35;1292.65;No;4
1775;Male;0;Yes;Yes;49;1;Yes;No;B;Yes;No;No;No;A;Yes;Mailed check;48.75;48.75;No;5
1776;Male;1;No;No;74;65;Yes;Yes;A;Yes;Yes;Yes;Yes;C;Yes;Electronic check;109.05;7108.2;No;3
1777;Male;1;Yes;No;75;72;Yes;Yes;No;;No;No online banking;No online banking;C;Yes;Bank transfer (automatic);25;1802.55;No;5
1778;Female;0;No;No;36;28;Yes;Yes;B;No;Yes;No;No;A;Yes;Credit card (automatic);54.9;1505.15;No;4
1779;Male;0;Yes;Yes;56;72;Yes;Yes;No;;No;No online banking;No online banking;C;No;Credit card (automatic);24.75;1859.1;No;5
1780;Female;0;No;No;39;2;Yes;No;A;Yes;No;Yes;No;A;Yes;Electronic check;91.15;168.5;No;4
1781;Female;0;No;Yes;32;18;Yes;No;No;;No;No online banking;No online banking;B;No;Bank transfer (automatic);20.15;390.85;Yes;4
1782;Male;1;Yes;No;88;60;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Electronic check;104.35;6339.45;No;5
1783;Female;1;No;No;75;26;Yes;Yes;B;No;Yes;No;Yes;A;Yes;Electronic check;66.05;1652.4;No;3
1784;Male;0;No;Yes;56;1;Yes;No;A;No;No;No;No;A;Yes;Electronic check;71.65;71.65;Yes;1
1785;Female;0;No;No;54;4;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.35;77.5;Yes;2
1786;Male;0;Yes;Yes;42;68;Yes;Yes;B;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);92.2;6392.85;No;3
1787;Female;0;No;No;56;38;Yes;No;A;No;Yes;No;No;A;Yes;Credit card (automatic);84.25;3264.5;Yes;1
1788;Female;1;Yes;No;62;42;Yes;Yes;A;Yes;No;Yes;Yes;B;Yes;Bank transfer (automatic);105.2;4599.15;No;3
1789;Female;0;Yes;No;26;57;Yes;No;No;;No;No online banking;No online banking;C;Yes;Bank transfer (automatic);19.6;1134.25;No;4
1790;Male;0;Yes;No;30;54;No;;B;No;No;No;No;A;No;Electronic check;30.4;1621.35;No;1
1791;Female;0;No;No;25;12;Yes;No;A;No;No;No;Yes;A;No;Bank transfer (automatic);78.1;947.3;Yes;3
1792;Female;0;Yes;No;54;44;Yes;No;B;Yes;No;No;No;B;Yes;Mailed check;61.5;2722.2;No;3
1793;Male;0;Yes;Yes;55;42;Yes;Yes;B;Yes;No;Yes;No;A;Yes;Bank transfer (automatic);69.4;3058.3;No;3
1794;Male;0;Yes;Yes;28;72;Yes;Yes;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);24.75;1769.6;No;5
1795;Female;0;Yes;Yes;29;71;Yes;Yes;B;Yes;Yes;Yes;Yes;C;No;Mailed check;91.05;6293.75;No;4
1796;Female;0;Yes;No;44;19;Yes;Yes;A;No;No;No;Yes;A;No;Mailed check;89.65;1761.05;Yes;5
1797;Female;0;Yes;No;27;23;Yes;Yes;B;No;Yes;Yes;Yes;A;Yes;Credit card (automatic);73.65;1642.75;No;2
1798;Female;0;No;No;50;30;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);19.4;578.5;No;3
1799;Male;0;No;No;43;35;Yes;Yes;No;;No;No online banking;No online banking;B;No;Bank transfer (automatic);26.2;954.9;No;3
1800;Female;0;No;No;41;10;Yes;Yes;A;Yes;No;Yes;Yes;A;Yes;Electronic check;98.7;973.25;Yes;3
1801;Male;0;No;No;33;1;Yes;No;B;No;No;No;No;A;Yes;Bank transfer (automatic);43.85;43.85;No;4
1802;Male;0;No;No;42;22;Yes;No;A;No;No;No;No;A;Yes;Mailed check;69.7;1490.4;No;2
1803;Male;0;Yes;Yes;43;7;No;;B;Yes;No;No;No;C;No;Mailed check;38.55;280;No;2
1804;Female;0;No;No;34;36;No;;B;Yes;Yes;No;Yes;C;Yes;Mailed check;53.1;1901.25;No;2
1805;Female;0;Yes;Yes;32;34;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.65;716.4;No;4
1806;Male;0;Yes;Yes;31;72;Yes;Yes;B;Yes;No;No;No;C;No;Credit card (automatic);64.45;4720;No;5
1807;Male;0;Yes;Yes;48;36;Yes;Yes;No;;No;No online banking;No online banking;C;No;Credit card (automatic);25.1;930.95;No;1
1808;Female;0;No;No;23;1;Yes;No;A;No;No;No;No;A;No;Electronic check;76.35;76.35;Yes;5
1809;Female;0;No;No;35;23;Yes;Yes;A;No;No;No;No;A;Yes;Electronic check;79.15;1676.95;Yes;2
1810;Male;1;Yes;No;71;32;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;85;2642.05;Yes;2
1811;Female;0;Yes;Yes;20;71;Yes;Yes;A;Yes;Yes;No;No;B;Yes;Credit card (automatic);95.15;6770.85;No;2
1812;Female;1;No;No;68;23;Yes;Yes;A;No;No;No;No;A;Yes;Mailed check;79.35;1835.3;No;3
1813;Male;0;Yes;No;42;17;Yes;No;A;No;No;Yes;Yes;B;Yes;Bank transfer (automatic);96.65;1588.25;No;4
1814;Male;0;No;No;43;1;Yes;No;B;No;Yes;Yes;Yes;A;Yes;Electronic check;75.5;75.5;No;4
1815;Male;0;Yes;Yes;23;12;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;19.7;258.35;No;4
1816;Female;0;Yes;No;35;72;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);20.5;1502.25;No;2
1817;Male;0;No;No;50;1;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;19.2;19.2;No;5
1818;Male;1;Yes;No;70;72;Yes;Yes;A;No;No;Yes;Yes;C;No;Bank transfer (automatic);98.35;6929.4;No;2
1819;Male;0;Yes;Yes;46;60;Yes;Yes;A;No;No;No;No;A;No;Bank transfer (automatic);74.35;4453.3;No;4
1820;Female;0;Yes;Yes;46;61;No;;B;No;Yes;Yes;No;C;No;Credit card (automatic);51.35;3244.4;No;2
1821;Female;0;Yes;No;58;6;Yes;No;B;No;No;No;No;A;No;Mailed check;45.65;323.45;No;3
1822;Male;1;Yes;No;92;32;Yes;Yes;A;No;No;No;Yes;A;No;Electronic check;85.3;2661.1;Yes;1
1823;Female;0;No;Yes;43;31;Yes;Yes;A;No;No;Yes;No;A;Yes;Credit card (automatic);86.55;2697.4;Yes;1
1824;Male;0;No;No;59;19;Yes;No;A;No;No;No;No;A;Yes;Credit card (automatic);73.85;1424.5;Yes;3
1825;Male;0;Yes;Yes;53;72;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);20.3;1401.15;No;4
1826;Female;0;No;No;54;32;Yes;Yes;B;No;No;No;No;A;Yes;Electronic check;54.2;1739.6;No;2
1827;Male;0;Yes;No;45;65;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;90.65;5931;No;5
1828;Female;0;Yes;Yes;51;45;No;;B;Yes;No;Yes;Yes;A;Yes;Bank transfer (automatic);50.9;2333.85;No;2
1829;Male;0;No;No;42;42;Yes;Yes;No;;No;No online banking;No online banking;B;No;Electronic check;25.05;949.85;No;2
1830;Male;0;No;No;44;8;Yes;Yes;A;No;No;No;No;A;Yes;Electronic check;74.85;572.45;No;4
1831;Male;0;No;Yes;50;32;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.5;696.8;No;3
1832;Female;1;Yes;No;99;22;Yes;Yes;B;Yes;Yes;No;No;A;Yes;Mailed check;63.55;1381.8;No;3
1833;Male;1;Yes;No;61;57;No;;B;No;No;Yes;Yes;A;Yes;Electronic check;44.85;2572.95;Yes;3
1834;Male;0;No;No;38;1;Yes;No;B;Yes;No;No;No;A;No;Electronic check;47.95;47.95;No;5
1835;Male;1;No;No;68;1;Yes;No;B;No;No;No;No;A;No;Electronic check;45.1;45.1;Yes;4
1836;Female;0;Yes;No;35;1;Yes;No;B;No;No;No;No;A;Yes;Electronic check;45;45;No;4
1837;Male;0;No;No;27;24;Yes;No;A;No;Yes;Yes;Yes;A;Yes;Electronic check;96;2122.45;Yes;2
1838;Male;0;No;No;18;1;Yes;No;No;;No;No online banking;No online banking;A;No;Bank transfer (automatic);20.05;20.05;Yes;5
1839;Male;1;No;No;72;54;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;90.05;4931.8;No;4
1840;Female;0;No;No;56;4;Yes;Yes;No;;No;No online banking;No online banking;C;Yes;Credit card (automatic);25.3;116.95;No;3
1841;Male;0;Yes;Yes;32;65;Yes;Yes;A;Yes;Yes;Yes;Yes;C;No;Bank transfer (automatic);108.65;6937.95;Yes;3
1842;Female;0;Yes;No;35;56;Yes;Yes;No;;No;No online banking;No online banking;B;No;Electronic check;24.3;1261.7;No;1
1843;Male;0;No;No;27;45;Yes;No;B;Yes;No;Yes;Yes;A;Yes;Electronic check;75.95;3273.8;No;5
1844;Female;0;Yes;Yes;26;71;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);19.7;1415.85;No;4
1845;Male;0;Yes;No;48;59;Yes;No;B;Yes;No;Yes;No;B;No;Credit card (automatic);66.4;3958.2;No;4
1846;Male;0;No;No;29;69;No;;B;No;No;No;No;B;Yes;Bank transfer (automatic);35.75;2492.25;No;4
1847;Male;0;No;No;33;19;Yes;No;No;;No;No online banking;No online banking;B;No;Mailed check;18.8;279.2;No;2
1848;Female;0;Yes;Yes;32;55;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);19.4;1083;No;1
1849;Female;0;No;No;36;38;Yes;No;No;;No;No online banking;No online banking;B;No;Mailed check;19.3;755.5;No;1
1850;Male;0;No;No;44;10;Yes;No;B;No;No;No;No;A;Yes;Electronic check;45.55;402.6;Yes;4
1851;Female;1;Yes;No;98;47;Yes;Yes;B;Yes;No;No;No;A;Yes;Credit card (automatic);67.45;3252;No;5
1852;Female;0;Yes;No;29;2;No;;B;No;No;No;Yes;A;Yes;Electronic check;35.1;68.75;Yes;4
1853;Male;0;No;No;47;1;Yes;No;B;No;No;No;No;A;No;Credit card (automatic);46.2;46.2;Yes;1
1854;Female;0;No;No;56;1;Yes;No;B;No;No;No;No;A;No;Electronic check;45.15;45.15;Yes;2
1855;Male;1;No;No;77;1;No;;B;No;No;No;Yes;A;Yes;Electronic check;43.3;43.3;Yes;3
1856;Male;0;Yes;Yes;44;46;Yes;No;No;;No;No online banking;No online banking;C;Yes;Mailed check;20.1;936.85;No;5
1857;Female;1;No;No;71;38;Yes;No;B;Yes;No;No;No;A;Yes;Credit card (automatic);57.15;2250.65;Yes;2
1858;Female;0;Yes;No;33;65;Yes;No;B;Yes;Yes;No;No;C;No;Credit card (automatic);58.9;3857.1;No;2
1859;Female;0;Yes;No;47;19;Yes;No;A;Yes;No;No;No;A;Yes;Electronic check;73.2;1441.1;Yes;5
1860;Male;0;No;No;28;52;Yes;No;A;No;No;No;Yes;A;Yes;Electronic check;85.35;4338.6;Yes;4
1861;Male;0;Yes;Yes;32;71;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;19.45;1378.45;No;1
1862;Female;0;No;No;18;1;Yes;No;B;No;No;No;No;A;No;Mailed check;45.95;45.95;Yes;4
1863;Female;1;No;No;91;52;No;;B;No;Yes;Yes;No;A;Yes;Electronic check;50.5;2566.3;No;4
1864;Male;0;Yes;No;45;6;Yes;Yes;No;;No;No online banking;No online banking;B;No;Mailed check;25.1;171;No;2
1865;Female;1;Yes;No;63;26;Yes;No;B;No;No;No;Yes;B;No;Mailed check;60.7;1597.4;No;3
1866;Male;1;No;No;96;48;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Electronic check;99;4744.35;No;4
1867;Female;0;Yes;Yes;31;64;Yes;Yes;A;Yes;Yes;Yes;Yes;B;Yes;Bank transfer (automatic);104.4;6721.6;No;4
1868;Female;0;No;No;30;3;Yes;No;A;No;No;Yes;No;A;No;Electronic check;83.75;247.25;Yes;5
1869;Male;0;No;No;23;1;Yes;No;B;No;No;No;No;A;Yes;Bank transfer (automatic);44.05;44.05;No;2
1870;Male;0;Yes;Yes;28;72;Yes;Yes;No;;No;No online banking;No online banking;C;No;Credit card (automatic);24.1;1734.65;No;2
1871;Male;0;No;No;26;1;Yes;No;B;No;No;No;No;A;Yes;Mailed check;45.55;45.55;No;4
1872;Female;0;Yes;Yes;23;51;Yes;Yes;A;Yes;No;No;Yes;A;Yes;Electronic check;93.8;4539.35;No;4
1873;Female;0;Yes;Yes;49;41;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);19.7;804.25;No;1
1874;Female;0;Yes;Yes;37;72;Yes;No;B;Yes;No;Yes;No;C;Yes;Credit card (automatic);70.65;5011.15;No;1
1875;Female;0;Yes;No;47;43;Yes;Yes;B;Yes;Yes;Yes;Yes;C;No;Credit card (automatic);86.45;3574.5;No;3
1876;Male;0;Yes;No;20;72;Yes;Yes;A;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);114.1;8086.4;No;2
1877;Male;0;Yes;No;21;47;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Credit card (automatic);95.2;4563;No;5
1878;Male;0;No;No;25;72;Yes;Yes;B;Yes;Yes;Yes;Yes;C;No;Credit card (automatic);88.55;6362.35;No;4
1879;Male;0;No;No;19;3;Yes;No;No;;No;No online banking;No online banking;A;Yes;Credit card (automatic);20.75;67.1;No;3
1880;Male;0;No;No;35;1;Yes;No;A;No;No;No;No;A;Yes;Electronic check;70.05;70.05;Yes;4
1881;Male;0;No;No;47;2;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;86;165.45;Yes;3
1882;Male;0;No;No;27;26;No;;B;Yes;No;No;Yes;A;Yes;Bank transfer (automatic);44.65;1156.55;No;5
1883;Male;0;Yes;Yes;35;29;Yes;No;B;Yes;No;No;Yes;A;Yes;Mailed check;60.2;1834.15;No;2
1884;Female;1;Yes;No;95;35;Yes;Yes;A;Yes;Yes;Yes;No;A;Yes;Bank transfer (automatic);100.5;3653.35;Yes;5
1885;Male;0;No;No;55;27;Yes;No;B;Yes;No;No;No;B;No;Bank transfer (automatic);55.45;1477.65;No;1
1886;Male;0;Yes;Yes;40;24;Yes;No;B;Yes;Yes;No;Yes;A;Yes;Credit card (automatic);70.3;1706.45;No;4
1887;Male;0;Yes;Yes;37;67;Yes;No;B;Yes;Yes;No;No;C;Yes;Bank transfer (automatic);60.4;3953.7;No;3
1888;Female;0;No;No;52;16;Yes;Yes;A;No;No;No;No;A;No;Electronic check;72.65;1194.3;Yes;2
1889;Female;0;No;No;25;23;Yes;No;B;No;No;No;No;B;No;Bank transfer (automatic);55.8;1327.85;No;1
1890;Male;0;No;No;53;14;No;;B;No;No;No;No;A;Yes;Mailed check;31.1;419.7;No;1
1891;Female;0;Yes;Yes;32;1;Yes;No;No;;No;No online banking;No online banking;A;Yes;Electronic check;21;21;Yes;4
1892;Female;1;No;No;70;1;Yes;No;B;No;No;No;No;A;No;Mailed check;45.1;45.1;Yes;5
1893;Male;1;No;No;85;4;No;;B;No;No;Yes;Yes;A;Yes;Credit card (automatic);50.95;207.35;No;5
1894;Male;0;No;Yes;26;16;Yes;Yes;B;Yes;No;No;Yes;A;Yes;Electronic check;69.1;1083.7;No;2
1895;Female;0;Yes;No;37;46;No;;B;No;No;Yes;Yes;A;Yes;Electronic check;43.95;2007.85;No;1
1896;Male;0;No;Yes;32;68;Yes;Yes;B;Yes;Yes;Yes;Yes;C;Yes;Bank transfer (automatic);86.5;5882.75;No;1
1897;Male;0;No;No;54;38;Yes;Yes;B;Yes;Yes;No;No;A;No;Electronic check;69.95;2657.55;No;4
1898;Male;1;Yes;No;61;30;Yes;No;B;No;No;No;No;A;Yes;Bank transfer (automatic);50.4;1527.5;Yes;2
1899;Female;1;No;No;75;5;Yes;No;A;No;No;No;Yes;A;No;Electronic check;78.95;378.4;Yes;3
1900;Male;0;No;No;18;17;Yes;No;A;No;No;No;Yes;A;Yes;Credit card (automatic);90.95;1612.2;No;2
1901;Male;0;Yes;Yes;39;4;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;19.9;76.65;No;1
1902;Female;0;No;No;31;12;Yes;No;No;;No;No online banking;No online banking;B;No;Electronic check;20.15;260.7;No;3
1903;Male;0;Yes;Yes;43;72;Yes;Yes;B;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);90.6;6441.85;No;3
1904;Male;0;No;No;38;3;Yes;No;A;No;No;Yes;Yes;A;Yes;Electronic check;92;266.8;No;2
1905;Male;0;No;No;53;56;Yes;Yes;A;No;Yes;No;Yes;A;Yes;Electronic check;94.45;5124.6;Yes;5
1906;Female;0;No;No;33;41;Yes;Yes;No;;No;No online banking;No online banking;B;Yes;Mailed check;24.85;962.25;No;4
1907;Male;0;No;No;35;40;No;;B;No;Yes;No;No;B;No;Credit card (automatic);36;1382.9;No;5
1908;Female;0;No;No;52;7;Yes;No;B;Yes;Yes;Yes;Yes;A;Yes;Electronic check;78.5;571.05;No;3
1909;Male;0;No;No;53;69;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);19.95;1399.35;No;1
1910;Male;0;Yes;Yes;29;7;Yes;No;No;;No;No online banking;No online banking;B;No;Mailed check;20.65;150;No;2
1911;Female;0;Yes;Yes;22;5;No;;B;No;No;No;No;A;Yes;Electronic check;30.5;167.2;No;5
1912;Female;0;Yes;Yes;30;72;Yes;Yes;A;Yes;Yes;Yes;No;C;No;Credit card (automatic);106.1;7657.4;No;2
1913;Male;0;Yes;Yes;40;44;Yes;No;No;;No;No online banking;No online banking;B;Yes;Bank transfer (automatic);20.5;865.05;No;1
1914;Female;0;No;No;22;65;Yes;Yes;A;No;No;Yes;No;B;Yes;Electronic check;95.5;6153.85;No;4
1915;Female;0;No;No;24;3;Yes;Yes;B;No;Yes;Yes;No;A;No;Electronic check;64.6;174.2;No;2
1916;Male;0;No;No;21;24;Yes;No;B;No;Yes;No;No;A;Yes;Credit card (automatic);51.1;1269.6;No;5
1917;Female;0;No;No;29;44;Yes;Yes;A;No;No;No;No;A;Yes;Bank transfer (automatic);84.8;3862.55;Yes;2
1918;Female;1;Yes;No;74;72;Yes;Yes;B;Yes;Yes;Yes;Yes;C;No;Credit card (automatic);89.1;6352.4;No;5
1919;Male;0;No;No;48;24;Yes;No;B;Yes;Yes;No;No;A;No;Electronic check;54.95;1348.5;No;4
1920;Male;0;No;No;26;1;Yes;No;B;No;No;No;No;A;No;Mailed check;50.9;50.9;Yes;5
1921;Male;0;Yes;No;27;22;Yes;No;No;;No;No online banking;No online banking;A;Yes;Bank transfer (automatic);20.45;471.55;No;4
1922;Male;0;Yes;Yes;19;70;Yes;Yes;B;No;Yes;Yes;Yes;C;Yes;Credit card (automatic);85.95;5931.75;No;4
1923;Male;0;Yes;Yes;20;25;Yes;Yes;B;No;No;Yes;No;A;No;Electronic check;60.35;1404.65;No;1
1924;Male;0;Yes;Yes;50;37;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);19.8;726.1;No;5
1925;Female;1;Yes;Yes;100;22;Yes;Yes;A;No;No;Yes;No;A;No;Bank transfer (automatic);85.35;1961.6;No;1
1926;Female;0;Yes;Yes;36;59;Yes;Yes;B;No;Yes;Yes;No;C;Yes;Bank transfer (automatic);72.1;4194.85;No;2
1927;Male;0;Yes;Yes;39;49;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;99.8;4872.45;Yes;3
1928;Male;0;Yes;Yes;29;47;Yes;Yes;A;No;Yes;Yes;Yes;A;Yes;Bank transfer (automatic);107.35;5118.95;Yes;4
1929;Female;0;Yes;Yes;19;31;Yes;No;No;;No;No online banking;No online banking;A;Yes;Mailed check;19.55;658.95;Yes;1
1930;Male;0;Yes;Yes;53;1;Yes;No;A;No;No;No;Yes;A;Yes;Electronic check;81.05;81.05;No;2
1931;Male;0;No;No;44;3;Yes;No;No;;No;No online banking;No online banking;A;Yes;Electronic check;20.5;76.95;No;4
1932;Female;0;Yes;No;45;53;Yes;Yes;A;No;Yes;Yes;Yes;B;Yes;Bank transfer (automatic);111.8;5809.75;No;3
1933;Male;0;No;No;25;1;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.2;20.2;No;1
1934;Male;0;No;No;43;20;Yes;No;No;;No;No online banking;No online banking;B;Yes;Mailed check;19.7;415.9;No;5
1935;Female;0;No;No;34;3;Yes;No;A;Yes;No;No;No;A;Yes;Electronic check;79.1;246.5;Yes;4
1936;Female;0;No;No;19;51;Yes;No;No;;No;No online banking;No online banking;B;Yes;Bank transfer (automatic);19.85;996.95;No;4
1937;Female;0;Yes;No;42;51;Yes;No;B;Yes;Yes;No;No;B;Yes;Bank transfer (automatic);60.5;3145.15;No;2
1938;Female;0;Yes;Yes;41;13;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;19.55;265.3;No;5
1939;Female;0;No;No;21;1;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.9;20.9;No;1
1940;Male;0;No;Yes;59;1;Yes;No;No;;No;No online banking;No online banking;A;Yes;Mailed check;21.05;21.05;No;5
1941;Male;0;No;No;50;63;Yes;Yes;B;Yes;Yes;No;No;B;No;Electronic check;71.5;4576.3;No;4
1942;Male;0;No;No;50;3;Yes;No;B;No;No;No;Yes;A;No;Mailed check;54.65;189.1;No;4
1943;Male;0;No;No;33;46;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);19.2;908.15;No;4
1944;Male;0;No;No;51;1;Yes;Yes;B;No;No;No;No;A;Yes;Credit card (automatic);49.8;49.8;No;1
1945;Male;0;No;Yes;24;8;No;;B;No;No;No;No;A;No;Mailed check;25.5;215.2;Yes;5
1946;Female;0;Yes;Yes;40;71;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);20.5;1500.95;No;3
1947;Male;0;Yes;Yes;37;55;Yes;Yes;A;No;No;Yes;No;A;Yes;Credit card (automatic);90.4;5099.15;No;4
1948;Female;0;No;No;36;70;Yes;Yes;A;No;Yes;No;No;B;Yes;Bank transfer (automatic);90.25;6385.95;No;3
1949;Female;0;No;No;42;2;Yes;No;A;No;No;No;Yes;A;No;Electronic check;80.75;159.45;Yes;2
1950;Male;0;Yes;Yes;26;67;Yes;Yes;A;Yes;Yes;Yes;Yes;C;No;Bank transfer (automatic);104.6;6885.75;No;2
1951;Male;0;Yes;No;50;65;Yes;Yes;A;No;No;Yes;No;A;Yes;Bank transfer (automatic);91.85;5940.85;Yes;2
1952;Male;0;Yes;No;41;14;Yes;No;B;No;No;No;No;A;No;Credit card (automatic);50.2;668.85;No;1
1953;Female;0;Yes;Yes;23;20;Yes;Yes;A;No;Yes;No;Yes;A;Yes;Bank transfer (automatic);95.5;1916.2;No;4
1954;Male;0;No;Yes;53;1;Yes;No;A;No;No;No;No;A;Yes;Electronic check;75.35;75.35;Yes;1
1955;Male;0;No;No;37;1;Yes;Yes;A;No;No;No;No;A;Yes;Electronic check;75.45;75.45;Yes;3
1956;Female;0;Yes;Yes;33;49;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Bank transfer (automatic);95.4;4613.95;No;3
1957;Female;0;No;No;38;72;Yes;Yes;A;Yes;No;Yes;No;C;Yes;Bank transfer (automatic);101.3;7261.25;No;3
1958;Female;0;Yes;No;19;46;Yes;Yes;B;Yes;No;No;No;A;No;Electronic check;53.1;2459.8;No;4
1959;Male;0;No;No;55;24;Yes;Yes;A;No;No;No;No;A;Yes;Bank transfer (automatic);84.85;2048.8;No;5
1960;Female;0;Yes;Yes;18;5;No;;B;No;Yes;No;No;A;No;Electronic check;34.25;163.55;No;4
1961;Female;0;Yes;Yes;20;33;Yes;Yes;A;No;Yes;No;No;A;No;Credit card (automatic);88.6;2888.7;No;2
1962;Female;0;No;No;30;42;Yes;Yes;B;Yes;No;No;No;B;Yes;Bank transfer (automatic);60.15;2421.6;No;5
1963;Male;0;No;No;20;23;Yes;No;A;Yes;No;Yes;Yes;B;Yes;Credit card (automatic);99.95;2292.75;No;1
1964;Male;0;No;No;42;8;Yes;No;A;No;No;No;No;A;No;Bank transfer (automatic);70.7;553.4;No;3
1965;Male;0;No;No;40;66;Yes;No;B;Yes;No;No;No;B;Yes;Mailed check;54.8;3465.7;No;4
